canonical_id	representative_accession	representative_source	gcf_accession	gca_accession	pair_status	organism_name	tax_id	strain	assembly_level	assembly_status	refseq_category	genome_size_bp	gc_percent	number_of_contigs	number_of_scaffolds	contig_n50	scaffold_n50	bioproject_accession	biosample_accession	submitter	release_date
CANON_01448	GCF_023072875.1	REFSEQ	GCF_023072875.1	GCA_023072875.1	paired	Bradyrhizobium sp. CW4	2782687	CW4	Contig	current		8657901	63	148	148	383121	383121	PRJNA671608	SAMN16538647	Oregon State University	2022-04-20
CANON_01449	GCF_023072915.1	REFSEQ	GCF_023072915.1	GCA_023072915.1	paired	Bradyrhizobium sp. CW7	2782688	CW7	Scaffold	current		8627812	63	154	153	291978	291978	PRJNA671608	SAMN16538648	Oregon State University	2022-04-20
CANON_01450	GCF_023072855.1	REFSEQ	GCF_023072855.1	GCA_023072855.1	paired	Bradyrhizobium sp. CW9	2782689	CW9	Contig	current		8644554	63	143	143	243199	243199	PRJNA671608	SAMN16538649	Oregon State University	2022-04-20
CANON_01451	GCF_000465325.1	REFSEQ	GCF_000465325.1	GCA_000465325.1	paired	Bradyrhizobium sp. DFCI-1	1230476		Scaffold	suppressed		7646147	64.5	98	89	141525	155300	PRJNA174084	SAMN01893863	Broad Institute	2013-09-09
CANON_01452	GCF_041357655.1	REFSEQ	GCF_041357655.1	GCA_041357655.1	paired	Bradyrhizobium sp. DN3	3697510	DN3	Contig	current		8454736	63	121	121	229046	229046	PRJNA896769	SAMN35830220	University of Namibia	2024-08-19
CANON_01453	GCF_041357615.1	REFSEQ	GCF_041357615.1	GCA_041357615.1	paired	Bradyrhizobium sp. DN5	3056950	DN5	Contig	current		8455695	63	128	128	313285	313285	PRJNA896769	SAMN35830221	University of Namibia	2024-08-19
CANON_01454	GCF_001593325.1	REFSEQ	GCF_001593325.1	GCA_001593325.1	paired	Bradyrhizobium sp. DOA1	1126616	DOA1	Scaffold	current		7543105	64	204	4	67460	7537989	PRJNA271717	SAMN03276511	National Institute for Agro-Environmental Sciences	2016-03-16
CANON_01455	GCF_000617845.2	REFSEQ	GCF_000617845.2	GCA_000617845.2	paired	Bradyrhizobium sp. DOA9	1126627	DOA9	Scaffold	current		7850549	64.5	6	2	1899724	7114464	PRJDB1640	SAMD00000001	Tokyo University of Agriculture and Technology	2014-04-09
CANON_01456	GCA_056156545.1	GENBANK		GCA_056156545.1	unpaired	Bradyrhizobium sp. DW10.1	1176417	DW10.1	Contig	current		6494580	59.5	65	65	351036	351036	PRJNA1293807	SAMN50045063	The James Hutton Institute	2026-03-19
CANON_01457	GCF_056156605.1	REFSEQ	GCF_056156605.1	GCA_056156605.1	paired	Bradyrhizobium sp. DW12.5	1176418	DW12.5	Contig	current		9831138	62.5	320	320	84328	84328	PRJNA1293807	SAMN50045064	The James Hutton Institute	2026-03-19
CANON_01458	GCF_018449695.1	REFSEQ	GCF_018449695.1	GCA_018449695.1	paired	Bradyrhizobium sp. dw_411	2720082	dw_411	Contig	current		7319157	61	54	54	335659	335659	PRJNA613977	SAMN14422920	Czech Academy of Science	2021-05-23
CANON_01459	GCF_018449525.1	REFSEQ	GCF_018449525.1	GCA_018449525.1	paired	Bradyrhizobium sp. dw_78	2719793	dw_78	Contig	current		6038584	62	30	30	527535	527535	PRJNA613884	SAMN14421315	Czech Academy of Science	2021-05-23
CANON_01460	GCF_000472925.1	REFSEQ	GCF_000472925.1	GCA_000472925.1	paired	Bradyrhizobium sp. Ec3.3	189753	Ec3.3	Scaffold	current		10034502	62.5	160	154	159659	159659	PRJNA163013	SAMN02441127	DOE Joint Genome Institute	2013-09-30
CANON_01461	GCF_014198235.1	REFSEQ	GCF_014198235.1	GCA_014198235.1	paired	Bradyrhizobium sp. ERR14	2663837	ERR14	Scaffold	current		8680857	63.5	73	71	418972	418972	PRJNA580871	SAMN13190041	DOE Joint Genome Institute	2020-08-14
CANON_01462	GCF_040548275.1	REFSEQ	GCF_040548275.1	GCA_040548275.1	paired	Bradyrhizobium sp. F1.1.1	3156350	F1.1.1	Contig	current		8568796	63	84	84	371354	371354	PRJNA1115436	SAMN41528384	DOE Joint Genome Institute	2024-07-08
CANON_01463	GCA_054056835.1	GENBANK		GCA_054056835.1	unpaired	Bradyrhizobium sp. F1.13.1	3470463	F1.13.1	Contig	current		9217207	63	2	2	8794330	8794330	PRJNA1353927	SAMN53281979	DOE Joint Genome Institute	2025-12-17
CANON_01464	GCF_040548265.1	REFSEQ	GCF_040548265.1	GCA_040548265.1	paired	Bradyrhizobium sp. F1.13.3	3156351	F1.13.3	Contig	current		9113783	63	74	74	374589	374589	PRJNA1115437	SAMN41528247	DOE Joint Genome Institute	2024-07-08
CANON_01465	GCA_054062635.1	GENBANK		GCA_054062635.1	unpaired	Bradyrhizobium sp. F1.13.4	3470516	F1.13.4	Contig	current		8712826	63	2	2	5297522	5297522	PRJNA1354022	SAMN53282066	DOE Joint Genome Institute	2025-12-17
CANON_01466	GCF_040548305.1	REFSEQ	GCF_040548305.1	GCA_040548305.1	paired	Bradyrhizobium sp. F1.2.1	3156352	F1.2.1	Contig	current		8601059	63	89	89	329311	329311	PRJNA1115438	SAMN41528359	DOE Joint Genome Institute	2024-07-08
CANON_01467	GCF_040548315.1	REFSEQ	GCF_040548315.1	GCA_040548315.1	paired	Bradyrhizobium sp. F1.2.2	3156353	F1.2.2	Contig	current		8602579	63	79	79	371354	371354	PRJNA1115439	SAMN41528307	DOE Joint Genome Institute	2024-07-08
CANON_01468	GCF_040548325.1	REFSEQ	GCF_040548325.1	GCA_040548325.1	paired	Bradyrhizobium sp. F1.2.6	3156354	F1.2.6	Contig	current		8599779	63	85	85	273423	273423	PRJNA1115440	SAMN41528308	DOE Joint Genome Institute	2024-07-08
CANON_01469	GCF_040548365.1	REFSEQ	GCF_040548365.1	GCA_040548365.1	paired	Bradyrhizobium sp. F1.2.8	3156355	F1.2.8	Contig	current		8602333	63	82	82	329311	329311	PRJNA1115441	SAMN41528254	DOE Joint Genome Institute	2024-07-08
CANON_01470	GCF_040548375.1	REFSEQ	GCF_040548375.1	GCA_040548375.1	paired	Bradyrhizobium sp. F1.4.3	3156356	F1.4.3	Contig	current		7869783	63.5	49	49	282485	282485	PRJNA1115442	SAMN41528236	DOE Joint Genome Institute	2024-07-08
CANON_01471	GCF_040548415.1	REFSEQ	GCF_040548415.1	GCA_040548415.1	paired	Bradyrhizobium sp. F1.6.2	3156357	F1.6.2	Contig	current		8603075	63	82	82	452989	452989	PRJNA1115443	SAMN41528310	DOE Joint Genome Institute	2024-07-08
CANON_01472	GCF_058782905.1	REFSEQ	GCF_058782905.1	GCA_058782905.1	paired	Bradyrhizobium sp. FW305-F6	3693044	FW305-F6	Scaffold	current		7671227	64.5	39	36	878609	1900127	PRJNA1433495	SAMN56368884	ENIGMA	2026-07-02
CANON_01473	GCF_021502575.1	REFSEQ	GCF_021502575.1	GCA_021502575.1	paired	Bradyrhizobium sp. G127	2904800	G127	Contig	current		4761327	61	5	5	2516325	2516325	PRJNA789712	SAMN24147873	Hankyong National University	2022-01-18
CANON_01474	GCF_900011265.1	REFSEQ	GCF_900011265.1	GCA_900011265.1	paired	Bradyrhizobium sp. G22	1839752		Chromosome	current		9091355	63.5	24	20	4584323	9022917	PRJEB10689	SAMEA3648508	ROTHAMSTED RESEARCH	2016-05-12
CANON_01475	GCF_042653645.1	REFSEQ	GCF_042653645.1	GCA_042653645.1	paired	Bradyrhizobium sp. GCM10023181	3252636	WYCCWR 12678	Scaffold	current		9038162	63	83	82	593972	593972	PRJNA595761	SAMN43282967	Institution of Microbiology, Chinese Academy of Science(WDCM)	2024-10-05
CANON_01476	GCF_042653585.1	REFSEQ	GCF_042653585.1	GCA_042653585.1	paired	Bradyrhizobium sp. GCM10023182	3252637	WYCCWR 12774	Scaffold	current		8804215	63	88	86	447803	447803	PRJNA595761	SAMN43282968	Institution of Microbiology, Chinese Academy of Science(WDCM)	2024-10-05
CANON_01477	GCF_042675425.1	REFSEQ	GCF_042675425.1	GCA_042675425.1	paired	Bradyrhizobium sp. GCM10027634	3273383	WYCCWR 12677	Scaffold	current		7772398	63.5	76	66	396099	1056818	PRJNA595761	SAMN43284475	Institution of Microbiology, Chinese Academy of Science(WDCM)	2024-10-06
CANON_01478	GCF_042675485.1	REFSEQ	GCF_042675485.1	GCA_042675485.1	paired	Bradyrhizobium sp. GCM10027635	3273384	WYCCWR 13022	Scaffold	current		8176869	63.5	61	59	365924	365924	PRJNA595761	SAMN43284476	Institution of Microbiology, Chinese Academy of Science(WDCM)	2024-10-06
CANON_01479	GCF_042666195.1	REFSEQ	GCF_042666195.1	GCA_042666195.1	paired	Bradyrhizobium sp. GCM10028915	3273385	CAR10	Scaffold	current		8041755	63	107	76	279113	384779	PRJNA595761	SAMN43284525	Institution of Microbiology, Chinese Academy of Science(WDCM)	2024-10-06
CANON_01480	GCF_900113735.1	REFSEQ	GCF_900113735.1	GCA_900113735.1	paired	Bradyrhizobium sp. Gha	1855318	Gha	Scaffold	current		8253313	63	97	95	156060	163194	PRJEB17359	SAMN05216525	DOE - JOINT GENOME INSTITUTE	2016-11-05
CANON_01481	GCF_900115265.1	REFSEQ	GCF_900115265.1	GCA_900115265.1	paired	Bradyrhizobium sp. Ghvi	1855319	Ghvi	Scaffold	current		7925674	63	44	41	801310	810104	PRJEB17157	SAMN05216330	DOE - JOINT GENOME INSTITUTE	2016-11-05
CANON_01482	GCA_048799545.1	GENBANK		GCA_048799545.1	unpaired	Bradyrhizobium sp. gl3	3402872	gl3	Contig	current		8565249	63	2	2	6391528	6391528	PRJNA1230194	SAMN47169417	udelar	2025-03-21
CANON_01483	GCA_054062855.1	GENBANK		GCA_054062855.1	unpaired	Bradyrhizobium sp. GM0.4	3470508	GM0.4	Contig	current		8863603	63	2	2	8443119	8443119	PRJNA1354010	SAMN53282743	DOE Joint Genome Institute	2025-12-17
CANON_01484	GCF_040548405.1	REFSEQ	GCF_040548405.1	GCA_040548405.1	paired	Bradyrhizobium sp. GM2.2	3156358	GM2.2	Contig	current		8347125	63	91	91	297512	297512	PRJNA1115444	SAMN41528388	DOE Joint Genome Institute	2024-07-08
CANON_01485	GCA_054062735.1	GENBANK		GCA_054062735.1	unpaired	Bradyrhizobium sp. GM2.4	3470509	GM2.4	Contig	current		8791617	63	2	2	8358809	8358809	PRJNA1354011	SAMN53282636	DOE Joint Genome Institute	2025-12-17
CANON_01486	GCA_054057695.1	GENBANK		GCA_054057695.1	unpaired	Bradyrhizobium sp. GM22.5	3470481	GM22.5	Contig	current		8577854	63	2	2	8157959	8157959	PRJNA1353955	SAMN53280906	DOE Joint Genome Institute	2025-12-17
CANON_01487	GCA_054058135.1	GENBANK		GCA_054058135.1	unpaired	Bradyrhizobium sp. GM24.11	3470490	GM24.11	Contig	current		10014479	63	5	5	3666573	3666573	PRJNA1353971	SAMN53282447	DOE Joint Genome Institute	2025-12-17
CANON_01488	GCA_054062675.1	GENBANK		GCA_054062675.1	unpaired	Bradyrhizobium sp. GM5.1	3470515	GM5.1	Contig	current		9062356	63	4	4	8128433	8128433	PRJNA1354021	SAMN53281396	DOE Joint Genome Institute	2025-12-17
CANON_01489	GCA_054059355.1	GENBANK		GCA_054059355.1	unpaired	Bradyrhizobium sp. GM6.1	3470522	GM6.1	Contig	current		8687553	63	2	2	8268904	8268904	PRJNA1354032	SAMN53282890	DOE Joint Genome Institute	2025-12-17
CANON_01490	GCA_054057195.1	GENBANK		GCA_054057195.1	unpaired	Bradyrhizobium sp. GM7.3	3470482	GM7.3	Contig	current		9218857	63	6	6	2928471	2928471	PRJNA1353956	SAMN53283346	DOE Joint Genome Institute	2025-12-17
CANON_01491	GCF_058807535.1	REFSEQ	GCF_058807535.1	GCA_058807535.1	paired	Bradyrhizobium sp. GW821-FHT12B03	3694468	GW821-FHT12B03	Scaffold	current		8118463	64.5	71	66	225931	291310	PRJNA1433495	SAMN56458446	ENIGMA	2026-07-02
CANON_01492	GCF_058804065.1	REFSEQ	GCF_058804065.1	GCA_058804065.1	paired	Bradyrhizobium sp. GW821-FHT13H05	3694469	GW821-FHT13H05	Scaffold	current		8177550	64	42	38	439937	609623	PRJNA1433495	SAMN56458479	ENIGMA	2026-07-02
CANON_01493	GCF_058803975.1	REFSEQ	GCF_058803975.1	GCA_058803975.1	paired	Bradyrhizobium sp. GW821-FHT13H06	3694470	GW821-FHT13H06	Scaffold	current		8433052	64	38	37	902757	902757	PRJNA1433495	SAMN56458480	ENIGMA	2026-07-02
CANON_01494	GCF_051168595.1	REFSEQ	GCF_051168595.1	GCA_051168595.1	paired	Bradyrhizobium sp. HKCCYLR1022	3420747	HKCCYLR1022	Contig	current		7158672	65.5	36	36	408695	408695	PRJNA983111	SAMN48353281	The Chinese University of Hong Kong	2025-07-01
CANON_01495	GCF_051168555.1	REFSEQ	GCF_051168555.1	GCA_051168555.1	paired	Bradyrhizobium sp. HKCCYLR1023	3420746	HKCCYLR1023	Contig	current		7159288	65.5	34	34	419666	419666	PRJNA983111	SAMN48353279	The Chinese University of Hong Kong	2025-07-01
CANON_01496	GCF_051168455.1	REFSEQ	GCF_051168455.1	GCA_051168455.1	paired	Bradyrhizobium sp. HKCCYLR1051	3420738	HKCCYLR1051	Contig	current		7245768	66	39	39	393769	393769	PRJNA983111	SAMN48353261	The Chinese University of Hong Kong	2025-07-01
CANON_01497	GCF_051168435.1	REFSEQ	GCF_051168435.1	GCA_051168435.1	paired	Bradyrhizobium sp. HKCCYLR20261	3420760	HKCCYLR20261	Contig	current		7799153	65.5	43	43	549174	549174	PRJNA983111	SAMN48353297	The Chinese University of Hong Kong	2025-07-01
CANON_01498	GCF_051168395.1	REFSEQ	GCF_051168395.1	GCA_051168395.1	paired	Bradyrhizobium sp. HKCCYLRH1030	3420744	HKCCYLRH1030	Contig	current		7497467	65.5	31	31	572783	572783	PRJNA983111	SAMN48353276	The Chinese University of Hong Kong	2025-07-01
CANON_01499	GCF_051168415.1	REFSEQ	GCF_051168415.1	GCA_051168415.1	paired	Bradyrhizobium sp. HKCCYLRH1032	3420757	HKCCYLRH1032	Contig	current		7259415	65.5	29	29	638412	638412	PRJNA983111	SAMN48353294	The Chinese University of Hong Kong	2025-07-01
CANON_01500	GCF_051168375.1	REFSEQ	GCF_051168375.1	GCA_051168375.1	paired	Bradyrhizobium sp. HKCCYLRH1034	3420751	HKCCYLRH1034	Contig	current		7352081	65.5	33	33	510370	510370	PRJNA983111	SAMN48353288	The Chinese University of Hong Kong	2025-07-01
CANON_01501	GCF_051168355.1	REFSEQ	GCF_051168355.1	GCA_051168355.1	paired	Bradyrhizobium sp. HKCCYLRH1043	3420756	HKCCYLRH1043	Contig	current		7255051	65.5	31	31	483154	483154	PRJNA983111	SAMN48353293	The Chinese University of Hong Kong	2025-07-01
CANON_01502	GCF_051168335.1	REFSEQ	GCF_051168335.1	GCA_051168335.1	paired	Bradyrhizobium sp. HKCCYLRH1062	3420750	HKCCYLRH1062	Contig	current		7352496	65.5	40	40	510373	510373	PRJNA983111	SAMN48353287	The Chinese University of Hong Kong	2025-07-01
CANON_01503	GCF_051168295.1	REFSEQ	GCF_051168295.1	GCA_051168295.1	paired	Bradyrhizobium sp. HKCCYLRH1065	3420753	HKCCYLRH1065	Contig	current		7322217	65.5	29	29	519485	519485	PRJNA983111	SAMN48353290	The Chinese University of Hong Kong	2025-07-01
CANON_01504	GCF_051168275.1	REFSEQ	GCF_051168275.1	GCA_051168275.1	paired	Bradyrhizobium sp. HKCCYLRH1073	3420759	HKCCYLRH1073	Contig	current		7255149	65.5	24	24	638412	638412	PRJNA983111	SAMN48353296	The Chinese University of Hong Kong	2025-07-01
CANON_01505	GCF_051168255.1	REFSEQ	GCF_051168255.1	GCA_051168255.1	paired	Bradyrhizobium sp. HKCCYLRH1074	3420754	HKCCYLRH1074	Contig	current		7254260	65.5	28	28	514229	514229	PRJNA983111	SAMN48353291	The Chinese University of Hong Kong	2025-07-01
CANON_01506	GCF_051168235.1	REFSEQ	GCF_051168235.1	GCA_051168235.1	paired	Bradyrhizobium sp. HKCCYLRH1144	3420758	HKCCYLRH1144	Contig	current		7254321	65.5	23	23	638412	638412	PRJNA983111	SAMN48353295	The Chinese University of Hong Kong	2025-07-01
CANON_01507	GCF_051168215.1	REFSEQ	GCF_051168215.1	GCA_051168215.1	paired	Bradyrhizobium sp. HKCCYLRH2015	3420742	HKCCYLRH2015	Contig	current		7358307	65.5	27	27	493930	493930	PRJNA983111	SAMN48353267	The Chinese University of Hong Kong	2025-07-01
CANON_01508	GCF_051168175.1	REFSEQ	GCF_051168175.1	GCA_051168175.1	paired	Bradyrhizobium sp. HKCCYLRH2047	3420741	HKCCYLRH2047	Contig	current		7072365	66	33	33	445499	445499	PRJNA983111	SAMN48353264	The Chinese University of Hong Kong	2025-07-01
CANON_01509	GCF_051168155.1	REFSEQ	GCF_051168155.1	GCA_051168155.1	paired	Bradyrhizobium sp. HKCCYLRH2057	3420763	HKCCYLRH2057	Contig	current		7637804	65.5	46	46	259959	259959	PRJNA983111	SAMN48353300	The Chinese University of Hong Kong	2025-07-01
CANON_01510	GCF_051168135.1	REFSEQ	GCF_051168135.1	GCA_051168135.1	paired	Bradyrhizobium sp. HKCCYLRH2060	3420743	HKCCYLRH2060	Contig	current		7193300	66	38	38	302948	302948	PRJNA983111	SAMN48353270	The Chinese University of Hong Kong	2025-07-01
CANON_01511	GCF_051168075.1	REFSEQ	GCF_051168075.1	GCA_051168075.1	paired	Bradyrhizobium sp. HKCCYLRH3005	3420748	HKCCYLRH3005	Contig	current		7337178	65.5	34	34	492618	492618	PRJNA983111	SAMN48353284	The Chinese University of Hong Kong	2025-07-01
CANON_01512	GCF_051168035.1	REFSEQ	GCF_051168035.1	GCA_051168035.1	paired	Bradyrhizobium sp. HKCCYLRH3059	3420745	HKCCYLRH3059	Contig	current		7099400	65.5	24	24	576953	576953	PRJNA983111	SAMN48353277	The Chinese University of Hong Kong	2025-07-01
CANON_01513	GCF_051168015.1	REFSEQ	GCF_051168015.1	GCA_051168015.1	paired	Bradyrhizobium sp. HKCCYLRH3061	3420734	HKCCYLRH3061	Contig	current		7156617	66	44	44	264778	264778	PRJNA983111	SAMN48353254	The Chinese University of Hong Kong	2025-07-01
CANON_01514	GCF_051167995.1	REFSEQ	GCF_051167995.1	GCA_051167995.1	paired	Bradyrhizobium sp. HKCCYLRH3073	3420736	HKCCYLRH3073	Contig	current		7186818	66	36	36	379606	379606	PRJNA983111	SAMN48353259	The Chinese University of Hong Kong	2025-07-01
CANON_01515	GCF_051167935.1	REFSEQ	GCF_051167935.1	GCA_051167935.1	paired	Bradyrhizobium sp. HKCCYLRH3083	3420740	HKCCYLRH3083	Contig	current		7071812	66	34	34	435517	435517	PRJNA983111	SAMN48353263	The Chinese University of Hong Kong	2025-07-01
CANON_01516	GCF_051167895.1	REFSEQ	GCF_051167895.1	GCA_051167895.1	paired	Bradyrhizobium sp. HKCCYLRH3095	3420765	HKCCYLRH3095	Contig	current		8045458	65.5	39	39	641745	641745	PRJNA983111	SAMN48353302	The Chinese University of Hong Kong	2025-07-01
CANON_01517	GCF_051167875.1	REFSEQ	GCF_051167875.1	GCA_051167875.1	paired	Bradyrhizobium sp. HKCCYLRH3097	3420752	HKCCYLRH3097	Contig	current		7081453	65.5	27	27	448355	448355	PRJNA983111	SAMN48353289	The Chinese University of Hong Kong	2025-07-01
CANON_01518	GCF_051167855.1	REFSEQ	GCF_051167855.1	GCA_051167855.1	paired	Bradyrhizobium sp. HKCCYLRH3099	3420762	HKCCYLRH3099	Contig	current		7656658	65.5	40	40	260463	260463	PRJNA983111	SAMN48353299	The Chinese University of Hong Kong	2025-07-01
CANON_01519	GCF_051167795.1	REFSEQ	GCF_051167795.1	GCA_051167795.1	paired	Bradyrhizobium sp. HKCCYLS1011	3420733	HKCCYLS1011	Contig	current		8623057	63.5	30	30	768244	768244	PRJNA983111	SAMN48353253	The Chinese University of Hong Kong	2025-07-01
CANON_01520	GCF_051167755.1	REFSEQ	GCF_051167755.1	GCA_051167755.1	paired	Bradyrhizobium sp. HKCCYLS1049	3420755	HKCCYLS1049	Contig	current		7254996	65.5	28	28	481963	481963	PRJNA983111	SAMN48353292	The Chinese University of Hong Kong	2025-07-01
CANON_01521	GCF_051167715.1	REFSEQ	GCF_051167715.1	GCA_051167715.1	paired	Bradyrhizobium sp. HKCCYLS20291	3420766	HKCCYLS20291	Contig	current		8069542	65	35	35	388059	388059	PRJNA983111	SAMN48353303	The Chinese University of Hong Kong	2025-07-01
CANON_01522	GCF_051167675.1	REFSEQ	GCF_051167675.1	GCA_051167675.1	paired	Bradyrhizobium sp. HKCCYLS2033	3420739	HKCCYLS2033	Contig	current		7089637	66	38	38	421847	421847	PRJNA983111	SAMN48353262	The Chinese University of Hong Kong	2025-07-01
CANON_01523	GCF_051167655.1	REFSEQ	GCF_051167655.1	GCA_051167655.1	paired	Bradyrhizobium sp. HKCCYLS2038	3420764	HKCCYLS2038	Contig	current		8148047	65	30	30	879700	879700	PRJNA983111	SAMN48353301	The Chinese University of Hong Kong	2025-07-01
CANON_01524	GCF_051167635.1	REFSEQ	GCF_051167635.1	GCA_051167635.1	paired	Bradyrhizobium sp. HKCCYLS2058	3420737	HKCCYLS2058	Contig	current		7181593	66	42	42	392752	392752	PRJNA983111	SAMN48353260	The Chinese University of Hong Kong	2025-07-01
CANON_01525	GCF_051167615.1	REFSEQ	GCF_051167615.1	GCA_051167615.1	paired	Bradyrhizobium sp. HKCCYLS3013	3420735	HKCCYLS3013	Contig	current		7127248	66	43	43	296438	296438	PRJNA983111	SAMN48353255	The Chinese University of Hong Kong	2025-07-01
CANON_01526	GCF_051167575.1	REFSEQ	GCF_051167575.1	GCA_051167575.1	paired	Bradyrhizobium sp. HKCCYLS3070	3420749	HKCCYLS3070	Contig	current		7337776	65.5	28	28	525961	525961	PRJNA983111	SAMN48353285	The Chinese University of Hong Kong	2025-07-01
CANON_01527	GCF_051167555.1	REFSEQ	GCF_051167555.1	GCA_051167555.1	paired	Bradyrhizobium sp. HKCCYLS3077	3420761	HKCCYLS3077	Contig	current		7762057	65.5	21	21	908511	908511	PRJNA983111	SAMN48353298	The Chinese University of Hong Kong	2025-07-01
CANON_01528	GCF_050435105.1	REFSEQ	GCF_050435105.1	GCA_050435105.1	paired	Bradyrhizobium sp. i1.12.3	3156359	i1.12.3	Contig	current		8166816	63.5	74	74	320228	320228	PRJNA1115445	SAMN41528233	DOE Joint Genome Institute	2025-05-19
CANON_01529	GCF_050435465.1	REFSEQ	GCF_050435465.1	GCA_050435465.1	paired	Bradyrhizobium sp. i1.14.1	3156360	i1.14.1	Contig	current		8166720	63.5	79	79	259582	259582	PRJNA1115446	SAMN41528390	DOE Joint Genome Institute	2025-05-19
CANON_01530	GCF_050435825.1	REFSEQ	GCF_050435825.1	GCA_050435825.1	paired	Bradyrhizobium sp. I1.14.4	3156361	I1.14.4	Contig	current		8169952	63.5	72	72	280314	280314	PRJNA1115447	SAMN41528299	DOE Joint Genome Institute	2025-05-19
CANON_01531	GCF_040548425.1	REFSEQ	GCF_040548425.1	GCA_040548425.1	paired	Bradyrhizobium sp. i1.15.2	3156362	i1.15.2	Contig	current		8302647	63	91	91	228868	228868	PRJNA1115448	SAMN41528235	DOE Joint Genome Institute	2024-07-08
CANON_01532	GCA_054057175.1	GENBANK		GCA_054057175.1	unpaired	Bradyrhizobium sp. i1.3.1	3470513	i1.3.1	Contig	current		10042931	63.5	3	3	9556637	9556637	PRJNA1354017	SAMN53280905	DOE Joint Genome Institute	2025-12-17
CANON_01533	GCA_054057095.1	GENBANK		GCA_054057095.1	unpaired	Bradyrhizobium sp. i1.3.6	3470519	i1.3.6	Contig	current		10041141	63.5	3	3	9554876	9554876	PRJNA1354029	SAMN53281863	DOE Joint Genome Institute	2025-12-17
CANON_01534	GCA_054057055.1	GENBANK		GCA_054057055.1	unpaired	Bradyrhizobium sp. i1.4.4	3470483	i1.4.4	Contig	current		10212056	63.5	3	3	9721967	9721967	PRJNA1353957	SAMN53281502	DOE Joint Genome Institute	2025-12-17
CANON_01535	GCF_040548445.1	REFSEQ	GCF_040548445.1	GCA_040548445.1	paired	Bradyrhizobium sp. I1.7.5	3156363	I1.7.5	Contig	current		9802711	63.5	104	104	275359	275359	PRJNA1115449	SAMN41528211	DOE Joint Genome Institute	2024-07-08
CANON_01536	GCA_054057075.1	GENBANK		GCA_054057075.1	unpaired	Bradyrhizobium sp. i1.7.7	3470527	i1.7.7	Contig	current		10049540	63.5	3	3	9563284	9563284	PRJNA1354041	SAMN53281435	DOE Joint Genome Institute	2025-12-17
CANON_01537	GCF_050435145.1	REFSEQ	GCF_050435145.1	GCA_050435145.1	paired	Bradyrhizobium sp. i1.8.4	3156364	i1.8.4	Contig	current		8169134	63.5	82	82	352548	352548	PRJNA1115450	SAMN41528362	DOE Joint Genome Institute	2025-05-19
