canonical_id	gcf_accession	gca_accession	pair_status	missing_partner_accession	original_representative_accession	original_representative_status	selected_accession	selected_source	selected_status	selection_reason	organism_name	tax_id	strain	assembly_level	genome_size_bp	gc_percent	number_of_contigs	contig_n50	genome_size_modified_z	gc_percent_modified_z	metadata_decision	pangenome_contiguity_class	synteny_class	sequence_qc_status	taxonomy_qc_status	flags
CANON_01164		GCA_035575905.1	unpaired		GCA_035575905.1	current	GCA_035575905.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4691529	64.5	48	187928	-2.870367	1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01165		GCA_035575945.1	unpaired		GCA_035575945.1	current	GCA_035575945.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	5943322	64.5	62	400903	-1.890433	1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01166		GCA_035601375.1	unpaired		GCA_035601375.1	current	GCA_035601375.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	5602708	62.5	719	10542	-2.157074	-1.349	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01167		GCA_035601555.1	unpaired		GCA_035601555.1	current	GCA_035601555.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	2214362	62	102	39726	-4.809553	-2.0235	manual_review	primary_contiguity_candidate	presence_absence_only	pending	pending	genome_size_outlier;synteny_fragmented
CANON_01168		GCA_035602495.1	unpaired		GCA_035602495.1	current	GCA_035602495.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4822174	63.5	677	9476	-2.768095	0.0	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01169		GCA_035603875.1	unpaired		GCA_035603875.1	current	GCA_035603875.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	5821181	62.5	1279	5084	-1.986048	-1.349	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01170		GCA_035604015.1	unpaired		GCA_035604015.1	current	GCA_035604015.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	5933949	62	1359	4906	-1.897771	-2.0235	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01171		GCA_035629815.1	unpaired		GCA_035629815.1	current	GCA_035629815.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	5065029	63.5	1243	4370	-2.577982	0.0	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01172		GCA_035636175.1	unpaired		GCA_035636175.1	current	GCA_035636175.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	7807215	61.5	2058	4312	-0.431333	-2.698	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01173		GCA_035639035.1	unpaired		GCA_035639035.1	current	GCA_035639035.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	3488114	64.5	501	9596	-3.812429	1.349	manual_review	secondary_fragmented	presence_absence_only	pending	pending	genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_01174		GCA_035643075.1	unpaired		GCA_035643075.1	current	GCA_035643075.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	3792247	62.5	1360	2700	-3.574346	-1.349	manual_review	secondary_fragmented	presence_absence_only	pending	pending	genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_01175		GCA_035644295.1	unpaired		GCA_035644295.1	current	GCA_035644295.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4620477	61.5	400	19278	-2.925988	-2.698	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01176		GCA_035652015.1	unpaired		GCA_035652015.1	current	GCA_035652015.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	6049692	64	113	88209	-1.807164	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01177	GCF_035652035.1	GCA_035652035.1	paired		GCF_035652035.1	current	GCF_035652035.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp.	376		Contig	6640417	62	113	96839	-1.34473	-2.0235	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01178		GCA_035688545.1	unpaired		GCA_035688545.1	current	GCA_035688545.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	3480877	60	612	7491	-3.818094	-4.7215	manual_review	secondary_fragmented	presence_absence_only	pending	pending	gc_percent_outlier;genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_01179		GCA_035693465.1	unpaired		GCA_035693465.1	current	GCA_035693465.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	2987487	62	362	11269	-4.204332	-2.0235	manual_review	secondary_fragmented	presence_absence_only	pending	pending	genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_01180		GCA_035695385.1	unpaired		GCA_035695385.1	current	GCA_035695385.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	1906705	62	416	5136	-5.050394	-2.0235	manual_review	secondary_fragmented	presence_absence_only	pending	pending	genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_01181	GCF_035701725.1	GCA_035701725.1	paired		GCF_035701725.1	current	GCF_035701725.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp.	376		Contig	5359641	62.5	440	16767	-2.347353	-1.349	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01182		GCA_035714265.1	unpaired		GCA_035714265.1	current	GCA_035714265.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	3664212	64.5	1008	4124	-3.674575	1.349	manual_review	secondary_fragmented	presence_absence_only	pending	pending	genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_01183		GCA_035714325.1	unpaired		GCA_035714325.1	current	GCA_035714325.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	6288368	63.5	1301	5706	-1.620323	0.0	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01184		GCA_035719885.1	unpaired		GCA_035719885.1	current	GCA_035719885.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4386848	63	1042	4480	-3.108879	-0.6745	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01185	GCF_035935975.1	GCA_035935975.1	paired		GCF_035935975.1	current	GCF_035935975.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp.	376		Contig	8434673	64.5	64	242874	0.059856	1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01186		GCA_035949555.1	unpaired		GCA_035949555.1	current	GCA_035949555.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	3115263	63	251	27409	-4.104306	-0.6745	manual_review	primary_contiguity_candidate	presence_absence_only	pending	pending	genome_size_outlier;synteny_fragmented
CANON_01187		GCA_035995625.1	unpaired		GCA_035995625.1	current	GCA_035995625.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	3354185	64	518	8267	-3.917272	0.6745	manual_review	secondary_fragmented	presence_absence_only	pending	pending	genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_01188		GCA_035995945.1	unpaired		GCA_035995945.1	current	GCA_035995945.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4757877	62.5	433	13901	-2.818428	-1.349	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01189		GCA_035998015.1	unpaired		GCA_035998015.1	current	GCA_035998015.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4799268	63	852	7734	-2.786026	-0.6745	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01190		GCA_036008505.1	unpaired		GCA_036008505.1	current	GCA_036008505.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	3730173	63	839	5354	-3.62294	-0.6745	manual_review	secondary_fragmented	presence_absence_only	pending	pending	genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_01191	GCF_036009065.1	GCA_036009065.1	paired		GCF_036009065.1	current	GCF_036009065.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp.	376		Contig	5683947	62.5	464	23122	-2.093478	-1.349	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01192	GCF_036247965.1	GCA_036247965.1	paired		GCF_036247965.1	current	GCF_036247965.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. TM233	2599801	TM233	Scaffold	7324419	64.5	421	546126	-0.809277	1.349	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01193	GCF_036247985.1	GCA_036247985.1	paired		GCF_036247985.1	current	GCF_036247985.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. TM239	2599802	TM239	Contig	7452690	64.5	77	298578	-0.708864	1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01194	GCF_036248005.1	GCA_036248005.1	paired		GCF_036248005.1	current	GCF_036248005.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium ottawaense	931866	SG20	Scaffold	8408968	64	342	271165	0.039734	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01195	GCF_036248025.1	GCA_036248025.1	paired		GCF_036248025.1	current	GCF_036248025.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium ottawaense	931866	SG23	Scaffold	8435804	64	338	285024	0.060742	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01196	GCF_036248045.1	GCA_036248045.1	paired		GCF_036248045.1	current	GCF_036248045.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium ottawaense	931866	SH12	Scaffold	8465204	64	514	300561	0.083757	0.6745	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01197	GCF_036248065.1	GCA_036248065.1	paired		GCF_036248065.1	current	GCF_036248065.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium ottawaense	931866	SH14	Scaffold	8405927	64	362	251171	0.037353	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01198	GCF_036248085.1	GCA_036248085.1	paired		GCF_036248085.1	current	GCF_036248085.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium ottawaense	931866	SH17	Scaffold	8388308	64	351	251546	0.023561	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01199	GCF_036248105.1	GCA_036248105.1	paired		GCF_036248105.1	current	GCF_036248105.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium ottawaense	931866	SH20	Scaffold	8441621	64	640	198480	0.065295	0.6745	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01200	GCF_036248125.1	GCA_036248125.1	paired		GCF_036248125.1	current	GCF_036248125.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium ottawaense	931866	SF12	Scaffold	8419711	64	340	249020	0.048144	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01201	GCF_036248145.1	GCA_036248145.1	paired		GCF_036248145.1	current	GCF_036248145.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium ottawaense	931866	SF19	Scaffold	8481671	64	851	86530	0.096647	0.6745	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01202	GCF_036248165.1	GCA_036248165.1	paired		GCF_036248165.1	current	GCF_036248165.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium ottawaense	931866	SF21	Scaffold	8423409	64	320	237255	0.051039	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01203	GCF_036248185.1	GCA_036248185.1	paired		GCF_036248185.1	current	GCF_036248185.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium ottawaense	931866	SG10	Scaffold	8435804	64	338	285024	0.060742	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01204		GCA_036258215.1	unpaired		GCA_036258215.1	current	GCA_036258215.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4015613	64	835	6015	-3.39949	0.6745	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01205		GCA_036263175.1	unpaired		GCA_036263175.1	current	GCA_036263175.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4358477	60.5	472	14700	-3.131088	-4.047	manual_review	secondary_fragmented	presence_absence_only	pending	pending	gc_percent_outlier;pangenome_fragmented;synteny_fragmented
CANON_01206		GCA_036266415.1	unpaired		GCA_036266415.1	current	GCA_036266415.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	3757490	63	163	45627	-3.601555	-0.6745	manual_review	primary_contiguity_candidate	presence_absence_only	pending	pending	genome_size_outlier;synteny_fragmented
CANON_01207		GCA_036273255.1	unpaired		GCA_036273255.1	current	GCA_036273255.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	3182423	64	246	22569	-4.051731	0.6745	manual_review	primary_contiguity_candidate	presence_absence_only	pending	pending	genome_size_outlier;synteny_fragmented
CANON_01208		GCA_036383375.1	unpaired		GCA_036383375.1	current	GCA_036383375.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	6422175	65	1050	8617	-1.515576	2.0235	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01209		GCA_036385675.1	unpaired		GCA_036385675.1	current	GCA_036385675.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	5050516	61	1320	4295	-2.589343	-3.3725	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01210		GCA_036390315.1	unpaired		GCA_036390315.1	current	GCA_036390315.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	6293858	64	942	9212	-1.616025	0.6745	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01211		GCA_036393755.1	unpaired		GCA_036393755.1	current	GCA_036393755.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	5358718	62	1072	6239	-2.348075	-2.0235	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01212		GCA_036394295.1	unpaired		GCA_036394295.1	current	GCA_036394295.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4306100	62	1007	4976	-3.17209	-2.0235	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01213		GCA_036394735.1	unpaired		GCA_036394735.1	current	GCA_036394735.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	2139769	63	442	5947	-4.867946	-0.6745	manual_review	secondary_fragmented	presence_absence_only	pending	pending	genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_01214		GCA_036401355.1	unpaired		GCA_036401355.1	current	GCA_036401355.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4178707	63	1605	2683	-3.271816	-0.6745	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01215		GCA_036406295.1	unpaired		GCA_036406295.1	current	GCA_036406295.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4949620	64	406	17742	-2.668327	0.6745	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01216		GCA_036497145.1	unpaired		GCA_036497145.1	current	GCA_036497145.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	3483115	63.5	571	7978	-3.816342	0.0	manual_review	secondary_fragmented	presence_absence_only	pending	pending	genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_01217		GCA_036497205.1	unpaired		GCA_036497205.1	current	GCA_036497205.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	3513063	61.5	398	11960	-3.792898	-2.698	manual_review	secondary_fragmented	presence_absence_only	pending	pending	genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_01218		GCA_036501115.1	unpaired		GCA_036501115.1	current	GCA_036501115.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	3197390	64.5	661	5647	-4.040015	1.349	manual_review	secondary_fragmented	presence_absence_only	pending	pending	genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_01219		GCA_036501915.1	unpaired		GCA_036501915.1	current	GCA_036501915.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	6039617	63.5	1166	6648	-1.815051	0.0	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01220		GCA_036502725.1	unpaired		GCA_036502725.1	current	GCA_036502725.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4106537	63	728	6918	-3.328313	-0.6745	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01221		GCA_036506295.1	unpaired		GCA_036506295.1	current	GCA_036506295.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4261665	62.5	821	6111	-3.206875	-1.349	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
